Time (s),Frame Length,Direction,Interarrival
0.0,91,0,0.0
5.3e-05,91,0,5.3e-05
0.000134,102,0,8.1e-05
0.000206,102,0,7.199999999999999e-05
0.006113,118,0,0.005907000000000001
0.006227,107,0,0.00011399999999999952
0.0118,76,0,0.005573
0.013034,102,0,0.0012340000000000007
0.013132,91,0,9.799999999999913e-05
0.013141,119,0,9.000000000000327e-06
0.017456,76,0,0.004314999999999999
0.017471,68,0,1.5000000000001124e-05
0.017716,1871,0,0.0002449999999999987
0.02428,68,0,0.006564
0.02428,68,0,0.0
0.024797,68,0,0.0005170000000000001
0.024891,76,0,9.400000000000033e-05
0.028294,5827,0,0.0034029999999999998
0.028314,56,0,1.9999999999999185e-05
0.029866,68,0,0.0015520000000000013
0.029875,56,0,8.999999999998592e-06
0.031087,76,0,0.0012120000000000013
0.031111,68,0,2.3999999999999716e-05
0.031338,1871,0,0.00022699999999999804
0.037537,68,0,0.006199000000000003
0.037537,68,0,0.0
0.039343,5668,0,0.001806000000000002
0.039344,228,0,9.999999999940612e-07
0.039358,68,0,1.4000000000000123e-05
0.039368,68,0,1.0000000000003062e-05
0.051449,81,0,0.012081000000000001
0.051475,81,0,2.5999999999998247e-05
0.051585,92,0,0.00010999999999999899
0.051657,92,0,7.200000000000262e-05
0.052377,142,0,0.0007199999999999984
0.052571,160,0,0.00019399999999999973
0.053426,410,0,0.0008550000000000016
0.055753,108,0,0.0023269999999999957
0.055866,97,0,0.00011300000000000199
0.058211,1056,0,0.002345
0.05835,99,0,0.00013900000000000023
0.058758,80,0,0.00040799999999999864
0.0588,80,0,4.200000000000037e-05
0.05886,91,0,6.0000000000004494e-05
0.058895,91,0,3.500000000000031e-05
0.059157,99,0,0.00026199999999999835
0.062002,1294,0,0.0028450000000000003
0.06204,1294,0,3.799999999999637e-05
0.062648,92,0,0.0006079999999999974
0.062737,81,0,8.900000000000574e-05
0.062747,109,0,9.999999999996123e-06
0.063695,283,0,0.0009480000000000044
0.063782,272,0,8.700000000000374e-05
0.067182,77,0,0.0034000000000000002
0.06722,77,0,3.799999999999637e-05
0.067295,88,0,7.499999999999174e-05
0.06736,88,0,6.50000000000095e-05
0.067572,68,0,0.00021199999999998997
0.067584,84,0,1.2000000000012001e-05
0.068939,1294,0,0.001354999999999995
0.068939,1294,0,0.0
0.068939,1294,0,0.0
0.06894,1294,0,1.000000000001e-06
0.06894,1294,0,0.0
0.06894,1294,0,0.0
0.069273,1294,0,0.00033299999999999996
0.069307,91,0,3.399999999999237e-05
